"module": executable file not found in $PATH
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 44151ms | tok/sec: 11,874 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00027 (1.7%) | loss: 5.406426 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,235 | mfu: 39.4% | epoch: 1 | remaining: 295s    
step 00028 (1.8%) | loss: 5.378355 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,405 | mfu: 38.8% | epoch: 1 | remaining: 294s    
step 00029 (1.9%) | loss: 5.349594 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,013 | mfu: 39.4% | epoch: 1 | remaining: 294s    
step 00030 (2.0%) | loss: 5.319074 | lrm: 1.00 | dt: 317ms | tok/sec: 1,651,561 | mfu: 39.9% | epoch: 1 | remaining: 294s    
step 00031 (2.1%) | loss: 5.289112 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,266 | mfu: 39.1% | epoch: 1 | remaining: 293s    
step 00032 (2.3%) | loss: 5.260896 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,656 | mfu: 39.2% | epoch: 1 | remaining: 293s    
step 00033 (2.4%) | loss: 5.234313 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,325 | mfu: 39.5% | epoch: 1 | remaining: 293s    
step 00034 (2.5%) | loss: 5.202547 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,751 | mfu: 39.5% | epoch: 1 | remaining: 292s    
step 00035 (2.6%) | loss: 5.175403 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,548 | mfu: 38.8% | epoch: 1 | remaining: 292s    
step 00036 (2.7%) | loss: 5.148401 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,199 | mfu: 39.2% | epoch: 1 | remaining: 292s    
step 00037 (2.8%) | loss: 5.121464 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,365 | mfu: 39.3% | epoch: 1 | remaining: 291s    
step 00038 (2.9%) | loss: 5.093191 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,505 | mfu: 39.3% | epoch: 1 | remaining: 291s    
step 00039 (3.0%) | loss: 5.065488 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,020 | mfu: 39.3% | epoch: 1 | remaining: 291s    
step 00040 (3.1%) | loss: 5.036123 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,881 | mfu: 39.4% | epoch: 1 | remaining: 290s    
step 00041 (3.2%) | loss: 5.009701 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,792 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00042 (3.3%) | loss: 4.986271 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,358 | mfu: 39.3% | epoch: 1 | remaining: 290s    
step 00043 (3.4%) | loss: 4.960133 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,264 | mfu: 39.2% | epoch: 1 | remaining: 289s    
step 00044 (3.5%) | loss: 4.932979 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,345 | mfu: 39.5% | epoch: 1 | remaining: 289s    
step 00045 (3.7%) | loss: 4.905260 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,728 | mfu: 39.0% | epoch: 1 | remaining: 289s    
step 00046 (3.8%) | loss: 4.877619 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,971 | mfu: 39.4% | epoch: 1 | remaining: 288s    
step 00047 (3.9%) | loss: 4.842925 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,697 | mfu: 39.4% | epoch: 1 | remaining: 288s    
step 00048 (4.0%) | loss: 4.820543 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,122 | mfu: 39.4% | epoch: 1 | remaining: 288s    
step 00049 (4.1%) | loss: 4.791040 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,153 | mfu: 38.8% | epoch: 1 | remaining: 287s    
step 00050 (4.2%) | loss: 4.761689 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,797 | mfu: 39.3% | epoch: 1 | remaining: 287s    
step 00051 (4.3%) | loss: 4.736396 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,875 | mfu: 39.7% | epoch: 1 | remaining: 287s    
step 00052 (4.4%) | loss: 4.709360 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,401 | mfu: 39.3% | epoch: 1 | remaining: 286s    
step 00053 (4.5%) | loss: 4.682066 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,067 | mfu: 39.1% | epoch: 1 | remaining: 286s    
step 00054 (4.6%) | loss: 4.654471 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,660 | mfu: 39.5% | epoch: 1 | remaining: 286s    
step 00055 (4.7%) | loss: 4.628288 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,744 | mfu: 39.3% | epoch: 1 | remaining: 286s    
step 00056 (4.8%) | loss: 4.607163 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,596 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00057 (4.9%) | loss: 4.582934 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,597 | mfu: 39.4% | epoch: 1 | remaining: 285s    
step 00058 (5.0%) | loss: 4.552993 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,791 | mfu: 39.5% | epoch: 1 | remaining: 285s    
step 00059 (5.2%) | loss: 4.529103 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,304 | mfu: 39.4% | epoch: 1 | remaining: 284s    
step 00060 (5.3%) | loss: 4.503028 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,736 | mfu: 39.4% | epoch: 1 | remaining: 284s    
step 00061 (5.4%) | loss: 4.474395 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,355 | mfu: 39.5% | epoch: 1 | remaining: 284s    
step 00062 (5.5%) | loss: 4.451442 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,375 | mfu: 39.1% | epoch: 1 | remaining: 283s    
step 00063 (5.6%) | loss: 4.425761 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,648 | mfu: 39.2% | epoch: 1 | remaining: 283s    
step 00064 (5.7%) | loss: 4.401254 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,958 | mfu: 39.6% | epoch: 1 | remaining: 283s    
step 00065 (5.8%) | loss: 4.374774 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,778 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00066 (5.9%) | loss: 4.352819 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,373 | mfu: 39.1% | epoch: 1 | remaining: 282s    
step 00067 (6.0%) | loss: 4.332104 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,994 | mfu: 39.6% | epoch: 1 | remaining: 282s    
step 00068 (6.1%) | loss: 4.311542 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,975 | mfu: 39.6% | epoch: 1 | remaining: 281s    
step 00069 (6.2%) | loss: 4.289673 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,189 | mfu: 39.6% | epoch: 1 | remaining: 281s    
step 00070 (6.3%) | loss: 4.267959 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,721 | mfu: 39.4% | epoch: 1 | remaining: 281s    
step 00071 (6.4%) | loss: 4.249550 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,455 | mfu: 39.1% | epoch: 1 | remaining: 280s    
step 00072 (6.5%) | loss: 4.225542 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,291 | mfu: 39.4% | epoch: 1 | remaining: 280s    
step 00073 (6.7%) | loss: 4.199623 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,166 | mfu: 39.4% | epoch: 1 | remaining: 280s    
step 00074 (6.8%) | loss: 4.175205 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,899 | mfu: 39.4% | epoch: 1 | remaining: 279s    
step 00075 (6.9%) | loss: 4.157652 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,157 | mfu: 39.1% | epoch: 1 | remaining: 279s    
step 00076 (7.0%) | loss: 4.139481 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,113 | mfu: 39.6% | epoch: 1 | remaining: 279s    
step 00077 (7.1%) | loss: 4.122593 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,621 | mfu: 39.3% | epoch: 1 | remaining: 278s    
step 00078 (7.2%) | loss: 4.099161 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,549 | mfu: 39.3% | epoch: 1 | remaining: 278s    
step 00079 (7.3%) | loss: 4.080262 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,693 | mfu: 39.7% | epoch: 1 | remaining: 278s    
step 00080 (7.4%) | loss: 4.059901 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,014 | mfu: 39.4% | epoch: 1 | remaining: 277s    
step 00081 (7.5%) | loss: 4.038877 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,063 | mfu: 39.7% | epoch: 1 | remaining: 277s    
step 00082 (7.6%) | loss: 4.020201 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,054 | mfu: 39.2% | epoch: 1 | remaining: 277s    
step 00083 (7.7%) | loss: 4.002990 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,965 | mfu: 39.3% | epoch: 1 | remaining: 277s    
step 00084 (7.8%) | loss: 3.988522 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,785 | mfu: 38.9% | epoch: 1 | remaining: 276s    
step 00085 (7.9%) | loss: 3.978042 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,344 | mfu: 39.1% | epoch: 1 | remaining: 276s    
step 00086 (8.0%) | loss: 3.961980 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,615 | mfu: 39.4% | epoch: 1 | remaining: 276s    
step 00087 (8.2%) | loss: 3.946509 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,288 | mfu: 39.2% | epoch: 1 | remaining: 275s    
step 00088 (8.3%) | loss: 3.926874 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,275 | mfu: 39.7% | epoch: 1 | remaining: 275s    
step 00089 (8.4%) | loss: 3.907758 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,489 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00090 (8.5%) | loss: 3.893655 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,145 | mfu: 39.6% | epoch: 1 | remaining: 274s    
step 00091 (8.6%) | loss: 3.878072 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,415 | mfu: 39.7% | epoch: 1 | remaining: 274s    
step 00092 (8.7%) | loss: 3.860193 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,074 | mfu: 39.4% | epoch: 1 | remaining: 274s    
step 00093 (8.8%) | loss: 3.848499 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,252 | mfu: 39.5% | epoch: 1 | remaining: 273s    
step 00094 (8.9%) | loss: 3.834343 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,656 | mfu: 39.3% | epoch: 1 | remaining: 273s    
step 00095 (9.0%) | loss: 3.823836 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,835 | mfu: 39.8% | epoch: 1 | remaining: 273s    
step 00096 (9.1%) | loss: 3.815599 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,699 | mfu: 39.9% | epoch: 1 | remaining: 272s    
step 00097 (9.2%) | loss: 3.800972 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,799 | mfu: 39.4% | epoch: 1 | remaining: 272s    
step 00098 (9.3%) | loss: 3.792210 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,840 | mfu: 39.6% | epoch: 1 | remaining: 272s    
step 00099 (9.4%) | loss: 3.779278 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,148 | mfu: 39.4% | epoch: 1 | remaining: 271s    
step 00100 (9.5%) | loss: 3.768739 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,947 | mfu: 39.3% | epoch: 1 | remaining: 271s    
step 00101 (9.7%) | loss: 3.754541 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,242 | mfu: 39.6% | epoch: 1 | remaining: 271s    
step 00102 (9.8%) | loss: 3.743768 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,899 | mfu: 39.8% | epoch: 1 | remaining: 270s    
step 00103 (9.9%) | loss: 3.736027 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,183 | mfu: 39.1% | epoch: 1 | remaining: 270s    
step 00104 (10.0%) | loss: 3.718453 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,882 | mfu: 39.0% | epoch: 1 | remaining: 270s    
step 00105 (10.1%) | loss: 3.710352 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,752 | mfu: 39.4% | epoch: 1 | remaining: 269s    
step 00106 (10.2%) | loss: 3.702726 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,128 | mfu: 39.3% | epoch: 1 | remaining: 269s    
step 00107 (10.3%) | loss: 3.690281 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,869 | mfu: 39.3% | epoch: 1 | remaining: 269s    
step 00108 (10.4%) | loss: 3.683241 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,633 | mfu: 39.5% | epoch: 1 | remaining: 268s    
step 00109 (10.5%) | loss: 3.669895 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,322 | mfu: 39.1% | epoch: 1 | remaining: 268s    
step 00110 (10.6%) | loss: 3.663383 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,073 | mfu: 39.6% | epoch: 1 | remaining: 268s    
step 00111 (10.7%) | loss: 3.658019 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,507 | mfu: 39.7% | epoch: 1 | remaining: 268s    
step 00112 (10.8%) | loss: 3.651324 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,685 | mfu: 39.4% | epoch: 1 | remaining: 267s    
step 00113 (10.9%) | loss: 3.642589 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,366 | mfu: 39.6% | epoch: 1 | remaining: 267s    
step 00114 (11.0%) | loss: 3.632296 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,020 | mfu: 39.6% | epoch: 1 | remaining: 267s    
step 00115 (11.2%) | loss: 3.628154 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,280 | mfu: 39.6% | epoch: 1 | remaining: 266s    
step 00116 (11.3%) | loss: 3.621771 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,095 | mfu: 39.6% | epoch: 1 | remaining: 266s    
step 00117 (11.4%) | loss: 3.619639 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,793 | mfu: 39.4% | epoch: 1 | remaining: 266s    
step 00118 (11.5%) | loss: 3.616723 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,262 | mfu: 39.5% | epoch: 1 | remaining: 265s    
step 00119 (11.6%) | loss: 3.608736 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,963 | mfu: 39.0% | epoch: 1 | remaining: 265s    
step 00120 (11.7%) | loss: 3.603458 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,826 | mfu: 39.1% | epoch: 1 | remaining: 265s    
step 00121 (11.8%) | loss: 3.595128 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,070 | mfu: 39.5% | epoch: 1 | remaining: 264s    
step 00122 (11.9%) | loss: 3.584032 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,337 | mfu: 39.6% | epoch: 1 | remaining: 264s    
step 00123 (12.0%) | loss: 3.578977 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,766 | mfu: 39.5% | epoch: 1 | remaining: 264s    
step 00124 (12.1%) | loss: 3.577138 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,104 | mfu: 39.3% | epoch: 1 | remaining: 263s    
step 00125 (12.2%) | loss: 3.574549 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,326 | mfu: 39.4% | epoch: 1 | remaining: 263s    
step 00126 (12.3%) | loss: 3.568323 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,791 | mfu: 39.3% | epoch: 1 | remaining: 263s    
step 00127 (12.4%) | loss: 3.566018 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,206 | mfu: 39.6% | epoch: 1 | remaining: 262s    
step 00128 (12.5%) | loss: 3.558420 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,100 | mfu: 39.6% | epoch: 1 | remaining: 262s    
step 00129 (12.7%) | loss: 3.550924 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,602 | mfu: 39.2% | epoch: 1 | remaining: 262s    
step 00130 (12.8%) | loss: 3.545517 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,015 | mfu: 39.2% | epoch: 1 | remaining: 261s    
step 00131 (12.9%) | loss: 3.539165 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,950 | mfu: 39.3% | epoch: 1 | remaining: 261s    
step 00132 (13.0%) | loss: 3.534713 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,708 | mfu: 39.3% | epoch: 1 | remaining: 261s    
step 00133 (13.1%) | loss: 3.528308 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,511 | mfu: 39.5% | epoch: 1 | remaining: 260s    
step 00134 (13.2%) | loss: 3.521497 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,440 | mfu: 39.6% | epoch: 1 | remaining: 260s    
step 00135 (13.3%) | loss: 3.518595 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,956 | mfu: 39.2% | epoch: 1 | remaining: 260s    
step 00136 (13.4%) | loss: 3.512436 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,268 | mfu: 39.4% | epoch: 1 | remaining: 259s    
step 00137 (13.5%) | loss: 3.509456 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,888 | mfu: 39.7% | epoch: 1 | remaining: 259s    
step 00138 (13.6%) | loss: 3.500148 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,751 | mfu: 39.0% | epoch: 1 | remaining: 259s    
step 00139 (13.7%) | loss: 3.492730 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,653 | mfu: 39.6% | epoch: 1 | remaining: 259s    
step 00140 (13.8%) | loss: 3.488130 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,730 | mfu: 39.6% | epoch: 1 | remaining: 258s    
step 00141 (13.9%) | loss: 3.485398 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,848 | mfu: 39.1% | epoch: 1 | remaining: 258s    
step 00142 (14.0%) | loss: 3.483190 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,305 | mfu: 39.1% | epoch: 1 | remaining: 258s    
step 00143 (14.2%) | loss: 3.479729 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,571 | mfu: 39.6% | epoch: 1 | remaining: 257s    
step 00144 (14.3%) | loss: 3.473579 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,095 | mfu: 39.2% | epoch: 1 | remaining: 257s    
step 00145 (14.4%) | loss: 3.470579 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,145 | mfu: 39.5% | epoch: 1 | remaining: 257s    
step 00146 (14.5%) | loss: 3.468484 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,985 | mfu: 39.4% | epoch: 1 | remaining: 256s    
step 00147 (14.6%) | loss: 3.468107 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,936 | mfu: 39.7% | epoch: 1 | remaining: 256s    
step 00148 (14.7%) | loss: 3.467647 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,516 | mfu: 39.5% | epoch: 1 | remaining: 256s    
step 00149 (14.8%) | loss: 3.464487 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,910 | mfu: 39.5% | epoch: 1 | remaining: 255s    
step 00150 (14.9%) | loss: 3.457349 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,965 | mfu: 39.8% | epoch: 1 | remaining: 255s    
step 00151 (15.0%) | loss: 3.455256 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,424 | mfu: 39.2% | epoch: 1 | remaining: 255s    
step 00152 (15.1%) | loss: 3.450662 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,483 | mfu: 39.8% | epoch: 1 | remaining: 254s    
step 00153 (15.2%) | loss: 3.448781 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,267 | mfu: 39.5% | epoch: 1 | remaining: 254s    
step 00154 (15.3%) | loss: 3.447494 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,440 | mfu: 39.4% | epoch: 1 | remaining: 254s    
step 00155 (15.4%) | loss: 3.442262 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,692 | mfu: 39.6% | epoch: 1 | remaining: 253s    
step 00156 (15.5%) | loss: 3.438039 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,461 | mfu: 39.6% | epoch: 1 | remaining: 253s    
step 00157 (15.6%) | loss: 3.435307 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,199 | mfu: 39.8% | epoch: 1 | remaining: 253s    
step 00158 (15.8%) | loss: 3.432472 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,627 | mfu: 39.7% | epoch: 1 | remaining: 252s    
step 00159 (15.9%) | loss: 3.428624 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,523 | mfu: 39.5% | epoch: 1 | remaining: 252s    
step 00160 (16.0%) | loss: 3.422344 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,578 | mfu: 39.4% | epoch: 1 | remaining: 252s    
step 00161 (16.1%) | loss: 3.417595 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,620 | mfu: 39.6% | epoch: 1 | remaining: 251s    
step 00162 (16.2%) | loss: 3.412347 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,213 | mfu: 40.0% | epoch: 1 | remaining: 251s    
step 00163 (16.3%) | loss: 3.408030 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,818 | mfu: 39.5% | epoch: 1 | remaining: 251s    
step 00164 (16.4%) | loss: 3.406100 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,898 | mfu: 39.7% | epoch: 1 | remaining: 250s    
